id_makanan,calories,proteins,fat,carbohydrate,name,label
767,91,21,0.2,0.1,Udang Goreng,"breakfast, lunch, dinner"
768,380,11.9,30.3,14.9,Ulat Sagu Panggang,"breakfast, snack"
769,241,5.8,21.6,5.8,Ulat Sagu Goreng,"breakfast, snack"
770,120,2.8,0.5,82.3,Ubi Ungu,"breakfast, snack"
771,130,14,7.2,1.5,Nasi Usus Sapi,"breakfast, lunch, dinner"
772,101,2,0.2,19.8,Ubi-Ubian,"breakfast, snack"
773,363,8.7,0.4,78.7,Mie Bihun,"breakfast, snack"
774,303,6.3,2.7,63.3,Dodol,snack
775,45,0.8,0.9,8.1,Sayur Labu Air,"breakfast, lunch, dinner"
776,424,1.3,10.7,80.7,Telur Gabus,snack
777,568,19.3,51.1,18.1,Onde-Onde,snack 
778,452,14.5,42.3,2.3,Worst (Sosis Daging),"breakfast, lunch, dinner, snack"
779,42,1.2,0.6,9.3,Jus Wortel,"breakfast, lunch, dinner"
780,37,1,0.6,8.3,Omeltte Wortel,"breakfast, lunch, dinner"
781,28,0.7,0.5,6.3,Tumis Wortel,breakfast
782,254,3,1.1,58.1,Mochi,snack
783,52,3.3,2.5,4,Yoghurt,"snack, breakfast"
